time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment,source
83.7968,,s,g,17.54,,magnitude,,n,y,,,,,,,1.0,n,,MITSuME 50cm,GCN23711,,
83.7968,,s,Ic,16.72,,magnitude,,n,y,,,,,,,1.0,n,,MITSuME 50cm,GCN23711,,
83.7968,,s,Rc,17.26,,magnitude,,n,y,,,,,,,1.0,n,,MITSuME 50cm,GCN23711,,
89.7968,,s,w,19.6,,magnitude,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN23648,,
98.7968,,s,G,20.3,,magnitude,,n,y,,,,,,,1.0,n,,COATLI 50-cm,GCN23656,,
2125.8,,s,R,22.6,,magnitude,,n,y,,,,,,,1.0,n,,AZT-33IK,GCN23654,,
2149.8,,s,g,19.29,,magnitude,,n,y,,,,,,,1.0,n,,MITSuME 50cm,GCN23711,,
2149.8,,s,Rc,17.67,,magnitude,,n,y,,,,,,,1.0,n,,MITSuME 50cm,GCN23711,,
2149.8,,s,Ic,17.12,,magnitude,,n,y,,,,,,,1.0,n,,MITSuME 50cm,GCN23711,,
5630.8,,s,r,20.4,,magnitude,,n,y,,,,,,,1.0,n,,BOOTES-5/JGT,GCN23655,,
