time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment
155249.0,,s,w,21.27,0.24,mag,,n,n,,,,,,,1.0,n,,Swift/UVOT,GCN27457,
205769.0,,s,R,21.36,0.11,mag,,n,n,,,,,,,1.0,n,,LCO 1-m Sinistro,GCN27456,
205769.0,,s,I,20.52,0.13,mag,,n,n,,,,,,,1.0,n,,LCO 1-m Sinistro,GCN27456,
211743.0,,s,R,21.15,0.06,mag,,n,n,,,,,,,1.0,n,,AZT-33IK 1.5m,GCN27465,
300706.0,,s,R,21.82,0.13,mag,,n,n,,,,,,,1.0,n,,AZT-33IK 1.5m,GCN27467,
383367.0,,s,R,22.3,0.25,mag,,n,n,,,,,,,1.0,n,,AZT-33IK 1.5m,GCN27468,
474531.0,,s,R,22.4,0.2,mag,,n,n,,,,,,,1.0,n,,AZT-33IK 1.5m,GCN27481,
490717.0,,s,I,23.2,,mag,,n,y,,,,,,,1.0,n,,DFOT 1.3m,GCN27473,
568273.0,,s,R,22.45,0.17,mag,,n,n,,,,,,,1.0,n,,AZT-33IK 1.5m,GCN27481,
652948.0,,s,R,22.6,,mag,,n,y,,,,,,,1.0,n,,AZT-33IK 1.5m,GCN27481,
