time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment
7751.0,,s,r,21.3,0.13,mag,,n,n,,,,,,,1.0,n,,P48/ZTF,GCN27737,
7751.0,,s,r,22.0,0.2,mag,,n,n,,,,,,,1.0,n,,P48/ZTF,GCN27737,
8615.0,,s,r,21.5,0.19,mag,,n,n,,,,,,,1.0,n,,P48/ZTF,GCN27737,
9479.0,,s,r,19.6,0.05,mag,,n,n,,,,,,,1.0,n,,P48/ZTF,GCN27737,
9479.0,,s,r,21.1,0.17,mag,,n,n,,,,,,,1.0,n,,P48/ZTF,GCN27737,
12333.0,,s,g,19.197,0.079,mag,,n,n,,,,,,,1.0,n,,Pan-STARRS1,GCN27741,
12566.0,,s,i,19.766,0.094,mag,,n,n,,,,,,,1.0,n,,Pan-STARRS1,GCN27741,
29715.0,,s,g,19.2,0.04,mag,,n,n,,,,,,,1.0,n,,GROWTH-India Telescope 0.7m,GCN27739,
30388.0,,s,g,19.15,0.04,mag,,n,n,,,,,,,1.0,n,,GROWTH-India Telescope 0.7m,GCN27739,
41706.0,,s,g,19.12,0.05,mag,,n,n,,,,,,,1.0,n,,GROWTH-India Telescope 0.7m,GCN27739,
92423.0,,s,r,21.6,0.15,mag,,n,n,,,,,,,1.0,n,,ZTF/P48,GCN27745,
92423.0,,s,r,22.3,0.19,mag,,n,n,,,,,,,1.0,n,,ZTF/P48,GCN27745,
93287.0,,s,r,21.3,0.1,mag,,n,n,,,,,,,1.0,n,,ZTF/P48,GCN27745,
93287.0,,s,r,22.1,0.15,mag,,n,n,,,,,,,1.0,n,,ZTF/P48,GCN27745,
94151.0,,s,r,21.6,0.15,mag,,n,n,,,,,,,1.0,n,,ZTF/P48,GCN27745,
