time,time_err,time_unit,band,flux_density,flux_density_err,flux_density_unit,mag_system,Gext_corr,upperlimit,Gext_Alambda,mag_Gextcor,mag_Gextcor_err,flux_density_Gextcor,flux_density_Gextcor_err,flux_density_Gextcor_unit,weights,discard,telescope,instrument,reference,comment
2365.0,,s,g,19.6,,mag,,n,y,,,,,,,1.0,n,,MITSuME/Murikabushi 1m,GCN22736,
2365.0,,s,Ic,17.2,,mag,,n,y,,,,,,,1.0,n,,MITSuME/Murikabushi 1m,GCN22736,
2365.0,,s,Rc,19.2,,mag,,n,y,,,,,,,1.0,n,,MITSuME/Murikabushi 1m,GCN22736,
2387.0,,s,Rc,19.2,,mag,,n,y,,,,,,,1.0,n,,MITSuME/Akeno 50cm,GCN22732,
2387.0,,s,Ic,18.1,,mag,,n,y,,,,,,,1.0,n,,MITSuME/Akeno 50cm,GCN22732,
2387.0,,s,g,18.7,,mag,,n,y,,,,,,,1.0,n,,MITSuME/Akeno 50cm,GCN22732,
4276.0,,s,uvot-uvw1,20.8,,mag,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN22733,
4685.0,,s,uvot-b,20.7,,mag,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN22733,
5096.0,,s,uvot-uvw2,20.3,,mag,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN22733,
5301.0,,s,uvot-v,20.1,,mag,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN22733,
5506.0,,s,uvot-uvm2,20.1,,mag,,n,y,,,,,,,1.0,n,,Swift/UVOT,GCN22733,
19712.0,,s,R,22.9,0.07,mag,,n,n,,,,,,,1.0,n,,CrAO ZTSH 2.6m,GCN22735,
27504.0,,s,Ic,21.5,,mag,AB,n,y,,,,,,,1.0,n,,OSN 1.5m,GCN22729,
34968.0,,s,r,23.8,,mag,,n,y,,,,,,,1.0,n,,NOT/AlFOSC,GCN22731,
